symbol,name,sector,score,price,prev_high,entry,stop,target1,risk_pct,t1_pct,rr,trail_ema9,rsi,vol_ratio,delivery_pct,volume_quality,atr_pct,dist_52w_pct,at_multiyear_high,market_cap_cr,turnover_cr,breakout,squeeze
ABDL,Allied Blenders and Distillers Limited,Unmapped,77.1,712.1500244140625,722.0,725.61,695.42,773.91,4.16,6.66,1.6,657.2324256680336,75.15935226809941,13.885252171897308,,proxy 13.9x,3.390964285040604,1.3642625465287395,False,,53.26941951531799,False,True
BLUSPRING,Bluspring Enterprises Limited,Unmapped,75.8,140.55999755859375,142.75,143.46,133.09,160.05,7.23,11.56,1.6,129.92514984756951,62.291846702631005,3.6542087772328844,,proxy 3.7x,5.902039263073015,1.534152323226795,False,,6.592813364717636,False,True
SOUTHBANK,The South Indian Bank Limited,Unmapped,75.7,49.900001525878906,50.16999816894531,50.42,48.75,53.09,3.31,5.3,1.6,46.768766887893335,69.89118665122992,6.387161776670416,,proxy 6.4x,2.675250465491356,0.5381635497717264,False,,54.26848093990186,True,True
TFCILTD,Tourism Finance Corporation of India Limited,Unmapped,73.0,143.4600067138672,144.38999938964844,145.11,139.75,153.69,3.69,5.91,1.6,141.0546188478313,69.7589107345043,2.1378549051769657,,—,2.988845143934817,2.837783512239585,False,,126.48347848108963,False,True
LALPATHLAB,Dr. Lal Path Labs Ltd.,Unmapped,71.4,1961.300048828125,1976.199951171875,1986.08,1920.1,2091.64,3.32,5.31,1.6,1922.7983511465839,62.19611698248409,1.5379637962167818,,—,2.6910724108277373,3.7918143668963227,False,,56.6452783591449,False,True
MAHLOG,Mahindra Logistics Limited,Unmapped,70.6,420.04998779296875,429.20001220703125,431.35,416.39,455.29,3.47,5.55,1.6,404.04544291059847,66.44969688200408,4.34322063351939,,proxy 4.3x,2.8493023759439113,6.051697201597616,False,,5.454442828477172,False,True
JAMNAAUTO,Jamna Auto Industries Limited,Unmapped,69.3,138.38999938964844,140.0800018310547,140.78,134.31,151.13,4.6,7.35,1.6,129.7010976275768,67.18767784199999,7.174977162560011,,proxy 7.2x,3.7399352500564005,8.247011431921898,False,,34.58322220927406,False,True
MCX,Multi Commodity Exchange of India Limited,Unmapped,69.1,3427.699951171875,3477.0,3494.38,3363.24,3704.2,3.75,6.0,1.6,3305.7790795146875,64.49412773704702,2.3195700353396957,,—,3.0606797305317346,1.4178903890746333,False,,622.16031566047,True,True
IPCALAB,IPCA Laboratories Limited,Unmapped,66.5,1997.0999755859375,2006.9000244140625,2016.93,1952.23,2120.46,3.21,5.13,1.6,1980.4327181945455,60.91547247678354,1.2327724949760757,,—,2.591917038823838,2.0068706778244603,False,,45.15810037596069,False,True
DYNAMATECH,Dynamatic Technologies Limited,Unmapped,66.2,12551.0,12630.0,12693.15,12138.92,13579.92,4.37,6.99,1.6,12243.696347030143,68.68685021934328,1.2908529764552084,,—,3.5326551728279365,3.20067869813358,False,,23.139485215,False,True
SHADOWFAX,Shadowfax Technologies Limited,Unmapped,63.1,285.79998779296875,292.20001220703125,293.66,279.29,316.65,4.89,7.83,1.6,269.5413319510098,70.22995559276146,1.5257282010229554,,—,4.022550151918055,2.1902888934610716,False,,99.38319748413696,False,True
BLSE,BLS E-Services Limited,Unmapped,62.3,326.70001220703125,328.0,329.64,316.35,350.9,4.03,6.45,1.6,320.6517729386452,61.25622730765462,0.9916168089568342,,—,3.2533183617296983,3.855201900101001,False,,11.19253835562439,False,True
STLNETWORK,STL Networks Limited,Unmapped,61.8,52.0099983215332,52.18000030517578,52.44,50.04,56.27,4.58,7.3,1.6,44.334098728636675,94.46477996856872,5.2796410754157375,,proxy 5.3x,3.6847085155133597,0.32579912351153334,False,,25.970631153136367,False,True
