symbol,name,sector,score,price,prev_high,entry,stop,target1,risk_pct,t1_pct,rr,trail_ema9,rsi,vol_ratio,delivery_pct,volume_quality,atr_pct,dist_52w_pct,at_multiyear_high,market_cap_cr,turnover_cr,breakout,squeeze
BAJAJ-AUTO,Bajaj Auto Limited,Unmapped,72.4,12361.0,12470.0,12532.35,12258.42,12970.64,2.19,3.5,1.6,11946.629004200387,73.2478142940444,2.1349423098740767,,—,1.772872034419648,0.8740978348035284,False,,285.06086783,True,True
CRAFTSMAN,Craftsman Automation Limited,Unmapped,69.7,11253.0,11498.0,11555.49,11118.17,12255.2,3.78,6.06,1.6,10895.303119801989,69.83606356523268,3.2480099996390024,,proxy 3.2x,3.108974999308928,2.1478260869565218,False,,54.399523377499996,False,True
LALPATHLAB,Dr. Lal Path Labs Ltd.,Unmapped,66.9,1904.4000244140625,1938.9000244140625,1948.59,1883.84,2052.18,3.32,5.32,1.6,1917.5768000308678,55.12921035837715,2.1290766124810383,,—,2.719845794203093,4.248579564721662,False,,41.95515564906677,False,True
WSTCSTPAPR,West Coast Paper Mills Limited,Unmapped,66.7,653.5999755859375,658.5,661.79,630.69,711.56,4.7,7.52,1.6,620.1505400697625,69.66316219052172,1.5287159768208942,,—,3.8070017606450004,0.7441191213458618,False,,22.74660145768219,False,True
BEPL,Bhansali Engineering Polymers Limited,Unmapped,66.3,127.16000366210938,128.8000030517578,129.44,123.17,139.48,4.84,7.76,1.6,124.34813032343249,57.989805542608806,2.163732726365481,,—,3.946854570139504,7.416580169188684,False,,20.407680216617546,False,True
LUMAXIND,Lumax Industries Limited,Unmapped,65.8,6422.5,6545.0,6577.72,6295.98,7028.5,4.28,6.85,1.6,6090.136617720305,72.24679312777374,2.9136218892129078,,proxy 2.9x,3.509402644323672,6.496393553539188,False,,14.595513707499999,False,True
VISHNU,Vishnu Chemicals Limited,Unmapped,64.3,661.75,676.7999877929688,680.18,656.09,718.72,3.54,5.67,1.6,643.930280869099,68.94612117136785,3.1295014264908327,,proxy 3.1x,2.912029575798845,2.2236980000615043,False,,7.243205458112487,False,True
VIMTALABS,Vimta Labs Limited,Unmapped,63.2,661.75,666.0,669.33,638.06,719.37,4.67,7.48,1.6,633.9838098371374,63.65823545731858,1.626839448731982,,—,3.7805929971596655,26.417488380067784,False,,18.901804310889588,False,True
MPHASIS,MphasiS Limited,Unmapped,63.2,2505.5,2523.0,2535.61,2448.3,2675.31,3.44,5.51,1.6,2449.3649255573278,59.60053670819996,2.2863582336582877,,—,2.787932227492133,15.294630727730823,False,,109.31504553656738,False,True
METROPOLIS,Metropolis Healthcare Limited,Pharma,62.8,582.25,586.0,588.93,567.11,623.84,3.71,5.93,1.6,573.7929547419541,57.70824968794659,1.3906513333536497,,—,2.9978437392883723,4.400293626157781,False,12074.0,15.903317697024535,False,True
TECHM,Tech Mahindra Limited,IT,61.8,1638.0,1649.0,1657.24,1611.24,1730.84,2.78,4.44,1.6,1613.6582530857308,59.92131076514831,0.9473089530758814,,—,2.2465878269648694,9.354529246887775,False,145110.0,416.4680623161731,False,True
ANTHEM,Anthem Biosciences Limited,Pharma,61.8,924.5,939.0,943.69,909.63,998.19,3.61,5.78,1.6,900.0878651955545,66.39718488247507,1.7962854910782007,,—,2.9477255985945883,1.92021812590078,False,51930.0,67.80982126837341,False,False
JSL,Jindal Stainless Limited,Metal,61.1,734.0,738.6500244140625,742.34,720.94,776.58,2.88,4.61,1.6,714.2175613874256,57.64298113135913,2.685914391322592,,proxy 2.7x,2.3325957155450885,16.516944749178244,False,60478.0,29.871346545325316,False,True
BALAMINES,Balaji Amines Limited,Unmapped,60.8,2409.699951171875,2457.5,2469.79,2333.55,2687.77,5.52,8.83,1.6,2317.2671349788516,62.70872942566061,1.2976087053661252,,—,4.5229297308821925,2.0845204724959365,False,,45.09287713033325,False,True
IRISDOREME,Iris Clothings Limited,Auto,60.5,57.849998474121094,58.88999938964844,59.18,56.73,63.11,4.14,6.64,1.6,57.89687004027226,65.50281806609718,0.44825977892077745,,—,3.393923913251122,3.903658237601014,False,987.0,8.644652319331971,False,True
EICHERMOT,Eicher Motors Limited,Auto,59.9,7970.0,8052.0,8092.26,7930.1,8351.71,2.0,3.21,1.6,8015.974158225555,53.56729644680591,2.0793629147781436,,—,1.627693423377991,2.3882424984690753,False,218794.0,299.388141725,False,True
LAURUSLABS,Laurus Labs Limited,Pharma,59.8,1861.5999755859375,1895.0,1904.47,1845.5,1998.82,3.1,4.95,1.6,1876.0819206744534,58.67994656085363,1.0331564179254766,,—,2.534016005882595,4.4843522018503075,False,100585.0,662.611682412511,False,True
OFSS,Oracle Financial Services Software Limited,IT,59.8,12187.0,12353.0,12414.76,11954.75,13150.77,3.71,5.93,1.6,12015.22099234847,59.83347977198787,0.9452110454982383,,—,3.0196559773883935,2.8149920255183414,False,106128.0,259.5541717,False,True
PVRINOX,PVR INOX Limited,Media,59.8,1228.199951171875,1244.0,1250.22,1203.06,1325.67,3.77,6.03,1.6,1219.9730306356478,64.15681586085032,1.999721390596023,,—,3.071540690013112,4.383032217059167,False,12061.0,52.909160673984985,False,False
