symbol,name,sector,score,price,prev_high,entry,stop,target1,risk_pct,t1_pct,rr,trail_ema9,rsi,vol_ratio,delivery_pct,volume_quality,atr_pct,dist_52w_pct,at_multiyear_high,market_cap_cr,turnover_cr,breakout,squeeze
ABDL,Allied Blenders and Distillers Limited,FMCG,79.1,647.5499877929688,655.0,658.27,638.33,698.15,3.03,6.06,2.0,624.806003585705,62.82605958300751,4.832217933266149,,proxy 4.8x,3.07956206707145,9.01363261398982,False,18113.0,22.642202709608764,True,True
IBULLSLTD,Indiabulls Limited,Realty,72.1,28.790000915527344,28.809999465942383,28.95,27.57,31.71,4.77,9.53,2.0,26.614559569692346,62.299386668194614,4.300722082899682,,proxy 4.3x,4.792192733183185,11.415381798377403,False,6452.0,42.11184970680132,False,True
DYNAMATECH,Dynamatic Technologies Limited,Auto,71.2,12077.0,12151.0,12211.75,11776.91,13081.43,3.56,7.12,2.0,11875.059674089005,63.973332336101336,1.8194414128856538,,—,3.600566681662702,6.131197859342196,False,8202.0,18.839445748549803,False,True
ANANDRATHI,Anand Rathi Wealth Limited,Bank,68.0,2206.199951171875,2211.0,2222.05,2177.68,2310.79,2.0,3.99,2.0,2200.0364477863154,57.55676047083481,1.4429262133482659,,—,2.0112056970605687,1.5967907595060213,False,36632.0,43.49095872827271,False,True
DIVISLAB,Divi's Laboratories Limited,Pharma,66.7,9158.0,9180.0,9225.9,9028.55,9620.6,2.14,4.28,2.0,9263.466147333811,57.47390697966496,2.028127760923269,,—,2.1549228951646295,4.752990119604784,False,243116.0,430.20427571000005,False,False
POLICYBZR,PB Fintech Limited,Bank,65.1,1827.0999755859375,1847.0,1856.23,1800.81,1967.07,2.99,5.97,2.0,1804.9771883843002,57.10510108724122,1.9331294554854306,,—,3.0333331769991285,6.979939873440141,False,84430.0,202.3722703937134,False,True
COMSYN,Commercial Syn Bags Limited,Auto,64.6,294.75,301.45001220703125,302.96,286.63,335.62,5.39,10.78,2.0,296.038915030074,61.21966402083758,2.296987995562129,,—,5.539491018407216,6.383994192112924,False,1189.0,11.988280987240753,False,True
SUNDRMFAST,Sundram Fasteners Limited,Auto,63.2,1219.9000244140625,1235.199951171875,1241.38,1199.88,1324.39,3.34,6.69,2.0,1231.574736607652,56.7066853212169,2.185991288510309,,—,3.4022329951572,9.449222934359478,False,25634.0,32.497480454970095,False,True
SANSERA,Sansera Engineering Limited,Auto,62.7,3971.199951171875,3981.89990234375,4001.81,3846.82,4311.79,3.87,7.75,2.0,3989.56994171859,55.05028817404695,1.4012685162476914,,—,3.9028268587045645,5.076970588163206,False,24782.0,65.96154604651123,False,True
AEGISLOG,Aegis Logistics Limited,Energy,62.3,1381.199951171875,1395.0,1401.97,1335.24,1535.43,4.76,9.52,2.0,1322.5685968360729,58.03004431880104,2.144441780149696,,—,4.8312898788663325,7.78475723428355,False,48480.0,112.94020972909303,False,False
STLNETWORK,STL Networks Limited,Media,61.9,38.970001220703125,39.060001373291016,39.26,37.7,42.38,3.97,7.95,2.0,34.728321436323036,86.88443217428883,4.614335938814239,,proxy 4.6x,4.008003269106862,0.23041512909273004,False,1903.0,13.83853722731619,False,True
TATVA,Tatva Chintan Pharma Chem Limited,Metal,61.5,1646.800048828125,1666.5999755859375,1674.93,1601.43,1821.92,4.39,8.78,2.0,1625.9225534852094,51.99440726206847,2.278448411244307,,—,4.4630468335663265,10.29935687661867,False,3852.0,8.41520139892273,False,True
PNB,Punjab National Bank,PSU Bank,61.4,116.80000305175781,117.4800033569336,118.07,115.95,122.3,1.8,3.58,2.0,116.18207305474975,55.196348848907824,1.598564245622207,,—,1.8108819398927345,11.064486542976647,False,134238.0,140.41957050740388,False,True
AKUMS,Akums Drugs and Pharmaceuticals Limited,Pharma,61.2,772.0,775.0,778.87,753.21,830.19,3.29,6.59,2.0,764.8502185055452,58.05686255694749,0.6672144399108284,,—,3.323571910681595,3.082039817863827,False,11819.0,25.80556244416046,False,True
IPCALAB,IPCA Laboratories Limited,Pharma,61.1,1950.699951171875,1983.0,1992.91,1942.78,2093.17,2.52,5.03,2.0,1955.329265055113,58.08605413152656,1.3766958165146082,,—,2.5699366289257943,2.5380988672558082,False,49490.0,43.668727501401364,False,True
RBLBANK,RBL Bank Limited,Bank,60.7,404.0,406.70001220703125,408.73,400.16,425.86,2.1,4.19,2.0,405.9626992487219,57.71656831431905,0.7908484884711617,,—,2.1206419863070654,3.9010452270659566,False,62686.0,133.14310148460663,False,True
TMB,Tamilnad Mercantile Bank Limited,Bank,60.6,904.2000122070312,909.7000122070312,914.25,887.36,968.04,2.94,5.88,2.0,905.2469064195653,53.65008201747099,1.595626700018687,,—,2.974270606817784,4.8160428877418955,False,14318.0,15.653634941022032,False,True
GCSL,Gretex Corporate Services Limited,Bank,60.0,594.75,604.5999755859375,607.62,585.13,652.61,3.7,7.4,2.0,592.7427512344032,63.365282258517446,1.5373914674920588,,—,3.78209421867882,3.590537127162672,False,1397.0,39.082052515244904,False,True
SHREEJISPG,Shreeji Shipping Global Limited,Infrastructure,59.7,690.2000122070312,694.3499755859375,697.82,672.19,749.08,3.67,7.35,2.0,687.4244606089574,59.42826160192685,0.6729881159565113,,—,3.713056092051127,4.338182646288115,False,11245.0,76.15493624427917,False,True
KSHINTL,KSH International Limited,Infrastructure,59.5,1060.3499755859375,1067.0,1072.33,1018.3,1180.38,5.04,10.08,2.0,1098.1686803625416,53.49609876958359,1.5234931754348977,,—,5.095171225853524,11.489985343410893,False,7184.0,29.14460172474335,False,True
ACE,Action Construction Equipment Limited,Infrastructure,58.4,1149.699951171875,1158.0,1163.79,1121.8,1247.76,3.61,7.22,2.0,1131.2114853119258,57.71343329426705,1.1306345166630971,,—,3.65200092690798,3.694682272689119,False,13685.0,44.08395096188049,False,True
FINEORG,Fine Organic Industries Limited,Metal,58.3,5193.0,5249.0,5275.24,5133.16,5559.4,2.69,5.39,2.0,5175.476136557039,53.87501658742344,1.3270128455046164,,—,2.7360063172093665,3.740716940738737,False,15922.0,14.750553177011719,False,True
VENUSPIPES,Venus Pipes & Tubes Limited,Metal,57.5,1938.0999755859375,1969.4000244140625,1979.25,1894.82,2148.11,4.27,8.53,2.0,1889.8271837428572,67.67794309891863,1.2450933586437218,,—,4.356312601013506,5.199571882151158,False,4015.0,33.50341623868714,False,True
MOREPENLAB,Morepen Laboratories Limited,Pharma,56.9,114.7300033569336,116.0,116.58,109.39,130.96,6.17,12.33,2.0,112.68526351249369,64.10435313755477,1.854858973658244,,—,6.268505196639425,6.381068543524653,False,6287.0,243.88473739360765,False,False
BLUESTONE,BlueStone Jewellery and Lifestyle Limited,Auto,56.2,856.0,863.7999877929688,868.12,825.65,953.05,4.89,9.78,2.0,855.5223453936826,55.32571077693638,1.184495640965534,,—,4.96095546253298,7.559395248380129,False,13078.0,57.91105344979156,False,True
SYRMA,Syrma SGS Technology Limited,IT,55.9,1511.199951171875,1522.800048828125,1530.41,1470.82,1649.59,3.89,7.79,2.0,1538.0155456762716,52.295973512654875,1.7588873779343348,,—,3.943251154696549,8.96385836314006,False,29109.0,139.87464329272217,False,True
METROPOLIS,Metropolis Healthcare Limited,Pharma,55.2,580.8499755859375,585.0,587.92,570.38,623.0,2.98,5.97,2.0,583.4271466650595,51.99774137583243,1.2958168965617842,,—,3.0196307982849144,4.630163824355438,False,12050.0,16.883449987759704,False,True
SBCL,Shivalik Bimetal Controls Limited,Infrastructure,55.2,1057.0,1070.9000244140625,1076.25,1014.64,1199.47,5.72,11.45,2.0,1073.8563859911258,54.236588148834755,1.5522106457679754,,—,5.828949527523662,13.054203960351899,False,6089.0,38.17590781881897,False,True
VARROC,Varroc Engineering Limited,Auto,55.0,851.1500244140625,860.0499877929688,864.35,826.73,939.59,4.35,8.7,2.0,848.9585531149371,57.32256645144981,1.1302669584041796,,—,4.420121206740311,5.005577632359096,False,13006.0,32.678656714908755,False,True
GLENMARK,Glenmark Pharmaceuticals Limited,Pharma,54.9,2410.0,2425.800048828125,2437.93,2378.03,2557.74,2.46,4.91,2.0,2417.996572490245,53.10300673922773,1.3902457968572222,,—,2.4856301794611353,4.933877793496268,False,68016.0,116.7448617136914,False,True
SAMHI,Samhi Hotels Limited,Auto,54.8,160.27000427246094,164.0,164.82,159.03,176.4,3.51,7.03,2.0,156.52286491669116,51.219569591719875,3.4538007354968747,,proxy 3.5x,3.611528708256633,26.2448218952455,False,3564.0,24.111997670487366,False,True
SHAREINDIA,Share India Securities Limited,Bank,54.7,196.0500030517578,199.8000030517578,200.8,192.46,217.49,4.15,8.31,2.0,189.70084443755258,70.61104816868304,0.3349453656528387,,—,4.256174977379059,7.667309677814836,False,4290.0,108.6608593849643,False,True
DEEPINDS,Deep Industries Limited,Energy,54.6,735.1500244140625,743.9000244140625,747.62,710.18,822.49,5.01,10.01,2.0,749.9355723593936,56.3525561653997,1.365285068040884,,—,5.092309624007257,10.890906131628787,False,4705.0,37.97590127463531,False,True
AVALON,Avalon Technologies Limited,IT,54.3,2216.10009765625,2260.0,2271.3,2138.33,2537.25,5.85,11.71,2.0,2227.371496883018,54.76501103130599,1.8454874204867346,,—,6.000324297593987,7.662495930989584,False,14822.0,113.01606901775146,False,True
PVRINOX,PVR INOX Limited,Media,54.3,1254.5999755859375,1264.0,1270.32,1226.55,1357.86,3.45,6.89,2.0,1226.48888521263,58.0094974353497,0.6230329537775209,,—,3.488798325396104,2.3277558905459323,False,12320.0,89.69010531974061,False,True
WSTCSTPAPR,West Coast Paper Mills Limited,Metal,54.1,711.0,722.5999755859375,726.21,697.04,784.55,4.02,8.03,2.0,688.5733884932844,69.46774741926001,0.9606743454778806,,—,4.102412389449483,3.1335149863760217,False,4696.0,19.986560623125918,False,True
APARINDS,Apar Industries Limited,Infrastructure,52.5,17075.0,17200.0,17286.0,16570.45,18717.09,4.14,8.28,2.0,17194.060707652454,52.4058336253552,0.8512301938746883,,—,4.190606530590197,7.206704102213083,False,71497.0,199.41863471899413,False,True
JKPAPER,JK Paper Limited,Metal,52.5,417.3500061035156,420.0,422.1,407.53,451.24,3.45,6.9,2.0,409.6642789904101,60.25869055396014,1.2321665383554983,,—,3.491557384426919,5.187393063766715,False,7567.0,23.712287212019195,False,False
MACPOWER,Macpower CNC Machines Limited,Infrastructure,52.5,1889.5999755859375,1930.0,1939.65,1833.44,2152.07,5.48,10.95,2.0,1877.1982614841882,57.299798020277564,1.0185124766338998,,—,5.620842811716386,7.750879138479815,False,1890.0,8.658995571341553,False,True
PREMEXPLN,Premier Explosives Limited,Metal,52.5,667.8499755859375,668.75,672.09,660.46,695.36,1.73,3.46,2.0,667.6989895091093,50.430630858622145,0.7891171656814361,,—,1.7419519215664865,19.51675278253162,False,3592.0,14.446114453349608,False,True
RACLGEAR,RACL Geartech Limited,Auto,52.5,1852.4000244140625,1892.0,1901.46,1800.01,2104.36,5.34,10.67,2.0,1677.1161961026178,78.28343618575313,2.2063467306231925,,—,5.476794578298511,2.0930219654301006,False,2187.0,21.69333551160217,False,False
ZYDUSWELL,Zydus Wellness Limited,FMCG,52.3,551.7999877929688,559.0,561.79,543.92,597.52,3.18,6.36,2.0,548.9957752351645,55.7590637508109,0.2662012687005432,,—,3.2376509437728798,9.814495413759222,False,17556.0,33.70150192752136,False,True
MANAKCOAT,Manaksia Coated Metals & Industries Limited,Infrastructure,52.1,125.95999908447266,126.9000015258789,127.53,121.92,138.74,4.4,8.79,2.0,124.61333130530248,55.85238809908294,0.7253281679101757,,—,4.451194117003895,31.073962062818232,False,1343.0,6.503934147104263,False,True
IOLCP,IOL Chemicals and Pharmaceuticals Limited,Pharma,52.0,194.57000732421875,197.89999389648438,198.89,187.12,222.42,5.92,11.83,2.0,195.21589949934332,55.486831309226034,1.6677180702921182,,—,6.047530757818098,11.171469463089704,False,5711.0,106.41525551788239,False,False
NEPHROPLUS,Nephrocare Health Services Limited,Pharma,52.0,735.2000122070312,742.7000122070312,746.41,717.02,805.19,3.94,7.88,2.0,730.7910444097287,57.8220632615462,0.6321907460572594,,—,3.9975084395116807,5.924502596669066,False,7393.0,16.144208647818907,False,True
FINCABLES,Finolex Cables Limited,Infrastructure,51.6,1362.5999755859375,1394.9000244140625,1401.87,1335.7,1534.21,4.72,9.44,2.0,1347.8090667324714,60.00465001381504,1.1204963785786284,,—,4.856241071137723,9.038719920831943,False,20840.0,152.11458184285217,False,True
MEESHO,Meesho Limited,Auto,51.5,213.25999450683594,214.5,215.57,208.54,229.62,3.26,6.52,2.0,213.36053295256303,61.166841222846834,0.5330973963893089,,—,3.2951541673985902,16.171383795861388,False,98659.0,357.97811090250565,False,True
FILATEX,Filatex India Limited,Auto,51.5,87.22000122070312,88.0,88.44,83.56,98.2,5.52,11.04,2.0,81.96400226223476,62.348445856405405,1.173442468075721,,—,5.597272213022547,4.46878608398484,False,3873.0,36.4315361569043,False,False
KSL,Kalyani Steels Limited,Metal,51.5,952.0,963.4500122070312,968.27,924.27,1056.27,4.54,9.09,2.0,936.8050086592443,58.370394214137626,0.7555006684879334,,—,4.622017007832044,4.090265624071883,False,4166.0,13.733687001572266,False,False
SAMBHV,Sambhv Steel Tubes Limited,Metal,51.4,128.39999389648438,130.27000427246094,130.92,125.58,141.59,4.08,8.15,2.0,129.5258694332641,52.7065434772237,1.2782487466554535,,—,4.155094721822993,9.142380949707327,False,3784.0,22.78741951677235,False,True
STAR,Strides Pharma Science Limited,Pharma,51.0,1183.9000244140625,1192.0,1197.96,1152.14,1289.6,3.82,7.65,2.0,1155.8194392610003,67.25286680232631,0.6404614055507203,,—,3.870049973872309,3.3758218574619456,False,10912.0,66.80396738994415,False,False
ASAHIINDIA,Asahi India Glass Limited,Auto,50.9,951.7999877929688,957.0,961.78,936.18,1012.97,2.66,5.32,2.0,960.7921847023977,52.96075276921572,0.7787512731465341,,—,2.6893390393589476,11.19609139803752,False,24264.0,17.856966493626405,False,True
SOMANYCERA,Somany Ceramics Limited,Infrastructure,49.9,555.1500244140625,561.9000244140625,564.71,546.31,601.51,3.26,6.52,2.0,557.7031619056913,55.37094130430038,0.6421277541492216,,—,3.314576735925549,3.753461136805205,False,2277.0,8.625689260343018,False,True
GMMPFAUDLR,GMM Pfaudler Limited,Infrastructure,49.8,1335.0,1355.0,1361.77,1309.46,1466.39,3.84,7.68,2.0,1256.0645465081443,83.35373188238763,1.6460909044110397,,—,3.9181901507296066,3.596190574247008,False,6002.0,45.17473545274414,False,True
NEOGEN,Neogen Chemicals Limited,Metal,49.6,2302.39990234375,2347.800048828125,2359.54,2250.43,2577.76,4.62,9.25,2.0,2275.6039535665195,58.47885411794925,1.0292111331431537,,—,4.739041941619941,7.307057737259896,False,6304.0,53.12885987033203,False,True
OIL,Oil India Limited,Energy,49.4,487.6000061035156,489.5,491.95,479.67,516.52,2.5,4.99,2.0,489.34391127909026,55.88655935998045,0.5901737846576552,,—,2.519141483219543,7.985474078511183,False,79313.0,106.07345460542253,False,True
MAXESTATES,Max Estates Limited,Realty,48.5,572.0999755859375,573.8499755859375,576.72,551.29,627.58,4.41,8.82,2.0,553.100693254724,71.91772901260147,0.3962824714253858,,—,4.444602151441979,1.191714061150691,False,9358.0,17.399645286158602,False,False
ACUTAAS,Acutaas Chemicals Limited,Metal,47.5,3344.699951171875,3359.0,3375.79,3240.93,3645.52,3.99,7.99,2.0,3291.069056300693,53.88409722806113,0.7987709244767597,,—,4.032179707786647,10.56952002214238,False,27383.0,100.97737022456421,False,True
IONEXCHANG,ION Exchange (India) Limited,Infrastructure,47.5,426.25,432.0,434.16,417.54,467.4,3.83,7.66,2.0,426.4296437111211,59.157555025500066,0.5586569084824938,,—,3.89877716863407,11.998090823195708,False,,26.27757619810837,False,True
PARAGMILK,Parag Milk Foods Limited,FMCG,47.5,269.1000061035156,272.45001220703125,273.81,261.48,298.47,4.5,9.01,2.0,259.62352338002177,63.73607963857609,1.3838226444196786,,—,4.581322462781183,28.61122234008085,False,3404.0,48.16286689365761,False,False
ORIENTHOT,Oriental Hotels Limited,Auto,47.4,138.58999633789062,139.5500030517578,140.25,135.53,149.69,3.37,6.73,2.0,139.54704567830603,52.805029356681395,0.2839418044524335,,—,3.404517151464887,6.412590607261251,False,2475.0,56.01206694991783,False,True
PAISALO,Paisalo Digital Limited,Bank,47.2,84.58999633789062,85.5999984741211,86.03,83.23,91.62,3.25,6.5,2.0,80.89691531863521,78.74087757148479,1.6448986918764206,,—,3.3052375920456094,1.1799090586851075,False,7733.0,102.45021915701778,False,True
KROSS,Kross Limited,Auto,47.2,225.86000061035156,229.7899932861328,230.94,221.65,249.52,4.02,8.05,2.0,225.41791916275378,58.8097660655929,0.6199264863878629,,—,4.1136125255652765,7.164286718230073,False,1457.0,20.670220848386002,False,True
